##################### JS TEAM | SA Train type limitter by Viger | 2015 #####################
#STREAK       538
#STREAKC      570
#FREIBOX      590
#FREIFLAT     569
#FREIGHT      537
#TRAM         449             T6B5
#UTIL_TR1     611             T6B5 CME 
#Glenshit     604             T3SU
#Sadlshit     605 (Голова)    T3SU CME
#FARM_TR1     610 (Прицеп)    T3SU CME
#Sweeper      574 (Служебный) T3SU 
#Mower        572 (Голова)    T3SU CME (Воронеж)
#BAGBOXB      607 (Прицеп)    T3SU CME (Воронеж)
# types 0 - 15   
#---------0
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------1
537, 569, 569, 569, 569, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------2
537, 570, 570, 570, 570, 570, 570, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------3
604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------4
605, 610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------5
574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------6
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------7
572, 607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------8
449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------9
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------10
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------11
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------12
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------13
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------14
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------15
449, 611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
#
# new types 16 - ...
#---------16
538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
#---------17
449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#---------18
538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
#---------19
538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
#---------20
538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
#---------21
538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
